id,generated_answer,correct_answer
481,"Α.
",Α
482,"Δ
",Β
483,"Γ
",Β
484,"Β
",Α
485,"Γ. ""Πνευμονική αγγειοσυστολή και υπέρταση""

**Εξήγηση:**

Η επίμονη εμβρυϊκή κυκλοφορία (persistent fetal circulation) χαρακτηρίζεται από την αδυναμία του νεογέννητου να μεταβεί από την εμβρυϊκή κυκλοφορία (που βασίζεται στην πjata π সভα) σε μια αναπτυξιακή κυκλοφορία (που βασίζεται στην αορτή).  Αυτό συνήθως σχετίζεται με πνευμονική αγγειοσυστολή και υπέρταση, καθώς η πνευμονική αρτηρία παραμένει ανοιχτή και η κυκλοφορία του αίματος δεν ρυθμίζεται σωστά.

Οι άλλες επιλογές δεν είναι τόσο άμεσες ή χαρακτηριστικές για την επί органів εμβρυϊκής κυκλοφορίας:

*   **Ανεπάρκεια μιτροειδούς βαλβίδας:**  Αν και μπορεί να συμβεί, δεν είναι το κύριο χαρακτηριστικό της επίμονης εμβρυϊκής κυκλοφορίας.
*   **Υπερτροφία αριστερής κοιλίας:**  Μπορεί να συμβεί σε άλλες καρδιακές παθήσεις, αλλά δεν είναι το κύριο χαρακτηριστικό της επίμονης εμβρυϊκής κυκλοφορίας.
*   **Συστηματική υπέρταση:**  Μπορεί να συμβεί, αλλά δεν είναι το κύριο χαρακτηριστικό της επίμονης εμβρυϊκής κυκλοφορίας.",Γ
486,"Β.
",Β
487,"Γ
",Δ
488,"Δ
",Δ
489,"Β.
",Δ
490,"Γ
",Δ
491,"Α
",Γ
492,"Γ
",Γ
493,"Α
",Γ
494,"Δ
",Δ
495,"Δ
",Β
496,"Β. 100-120/λεπτό
",Β
497,"Γ
",Γ
498,Β.,Β
499,Δ.,Β
500,"Γ
",Δ
501,Δ.,Δ
502,"Δ
",Α
503,"Α
",Γ
504,"Β
",Α
505,"Δ
",Γ
506,"Β
",Γ
507,Β,Α
508,"Α.
",Α
509,"Γ
",Δ
510,"Γ
",Δ
511,"Β
",Δ
512,"Γ
",Δ
513,"Γ
",Α
514,"Α
",Δ
515,"Α.
",Β
516,"Α.
",Δ
517,"Δ
",Δ
518,"Γ
",Γ
519,"Γ
",Α
520,"Α
",Α
521,"Γ
",Γ
522,"Δ
",Γ
523,"Γ
",Γ
524,"Γ
",Γ
525,"Δ
",Δ
526,"Β
",Α
527,"Γ. ""ιών.""
",Γ
528,"Α.
",Δ
529,"Γ.

**Εξήγηση:**

Στο DNA, οι δύο αλυσίδες είναι αντιπαράλληλες και έχουν αντίθετο προσανατολισμό. Αυτό σημαίνει ότι η μία αλυσίδα έχει προσανατολισμό 5' (5' άκρο) και η άλλη 3' (3' άκρο).  Και οι δύο αλυσίδες έχουν φωσφορικές ομάδες στο 3' άκρο.
",Γ
530,"Β.
",Β
531,"Β.
",Γ
532,"Β.
",Γ
533,"Α
",Α
534,"Α.
",Α
535,"Γ
",Δ
536,"Γ.
",Β
537,"Δ
",Δ
538,"Γ.
",Γ
539,"Γ. ""30 Α""

**Εξήγηση:**

Όταν έχουμε δύο εναλλασσόμενα ρεύματα ίδιας συχνότητας με διαφορά φάσης 180 μοιρίων, η ενεργός τιμή του συνολικού ρεύματος είναι |I_1| + |I_2|.  Στην περίπτωσή μας, αυτό σημαίνει 10 Α + 20 Α = 30 Α.  Επομένως, η απάντηση είναι Γ.
",Α
540,Α.,Α
541,"Δ
",Δ
542,"Γ.
",Γ
543,"Α.
",Α
544,"Β.
",Β
545,"Β.
",Δ
546,"Γ. ""λρ > λυ > λπ > λχ""

**Εξήγηση:**

Η ακτινοβολία έχει τα ακόλουθα μήκη κύματος (από μεγαλύτερο σε μικρότερο):

*   **Ραδιοκύματα (λρ):** Μεγάλο μήκος κύματος.
*   **Υπέρυθρο (λυ):** Μικρότερο από τα ραδιοκύματα.
*   **Ορατό φως (λπ):** Μικρότερο από το υπέρυθρο.
*   **Ακτίνες Χ (λχ):** Πολύ μικρό μήκος κύματος.

Επομένως, η σωστή σειρά είναι λρ > λυ > λπ > λχ.",Γ
547,"Α
",Γ
548,"Γ
",Γ
549,"Α. ""rRNA, tRNA.""
",Γ
550,"Β.
",Β
551,"Β
",Β
