id,question,answers,best_answer,best_answer_index
1Γ-2025-20250609-6-2,Ποιο από τα παρακάτω μεγέθη εκφράζει τη συχνότητα λειτουργίας μιας CPU;,"Α. ""Bits""

Β. ""Gigabytes (GB)""

Γ. ""Gigahertz (GHz)""

Δ. ""Megapixels (MP)""",Gigahertz (GHz),Γ
1Γ-2025-20250609-6-3,Ποια είναι η κύρια διαφορά μεταξύ ενός σκληρού δίσκου (HDD) και ενός SSD;,"Α. ""Οι SSD είναι πιο αργοί από τους HDD""

Β. ""Οι HDD χρησιμοποιούν κινούμενα μέρη, ενώ οι SSD όχι""

Γ. ""Οι HDD καταναλώνουν λιγότερη ενέργεια από τους SSD""

Δ. ""Οι SSD έχουν μεγαλύτερη χωρητικότητα από τους HDD""","Οι HDD χρησιμοποιούν κινούμενα μέρη, ενώ οι SSD όχι",Β
1Γ-2025-20250609-6-4,"Ποια θύρα χρησιμοποιείται συνήθως για τη σύνδεση εξωτερικών συσκευών, όπως εκτυπωτές και εξωτερικοί δίσκοι;","Α. ""HDMI""

Β. ""USB""

Γ. ""Ethernet""

Δ. ""VGA""",USB,Β
1Γ-2025-20250609-6-5,Ποιο από τα παρακάτω αποτελεί βασικό χαρακτηριστικό των υπερυπολογιστών (supercomputers);,"Α. ""Χρησιμοποιούνται για καθημερινές εργασίες γραφείου""

Β. ""Εκτελούν εξαιρετικά πολύπλοκους υπολογισμούς ταχύτατα""

Γ. ""Είναι φθηνότεροι από τους επιτραπέζιους υπολογιστές""

Δ. ""Λειτουργούν μόνο με ανανεώσιμες πηγές ενέργειας""",Εκτελούν εξαιρετικά πολύπλοκους υπολογισμούς ταχύτατα,Β
1Γ-2025-20250609-6-6,Σε ποιο επίπεδο μνήμης η CPU προσπελαύνει δεδομένα με τη μεγαλύτερη ταχύτητα;,"Α. ""Σκληρός Δίσκος (HDD)""

Β. ""RAM""

Γ. ""Κρυφή Μνήμη (Cache)""

Δ. ""USB Flash Drive""",Κρυφή Μνήμη (Cache),Γ
1Γ-2025-20250609-6-7,Ποιο είναι το κύριο χαρακτηριστικό του λογισμικού ανοικτού κώδικα;,"Α. ""Είναι μη εκτελέσιμο σε Windows""

Β. ""Ο πηγαίος κώδικας είναι διαθέσιμος για τροποποίηση""

Γ. ""Είναι πάντα δωρεάν""

Δ. ""Δεν απαιτεί εγκατάσταση""",Ο πηγαίος κώδικας είναι διαθέσιμος για τροποποίηση,Β
1Γ-2025-20250609-6-8,Ποιο από τα παρακάτω ΔΕΝ είναι διανομή Linux;,"Α. ""Ubuntu""

Β. ""Fedora""

Γ. ""Safari""

Δ. ""Debian""",Safari,Γ
1Γ-2025-20250609-6-9,"Ποιο λειτουργικό σύστημα είναι γνωστό για τη γραμμή εντολών (Terminal, CLI);","Α. ""Windows""

Β. ""MacOS""

Γ. ""Linux""

Δ. ""Όλες οι λοιπές απαντήσεις""",Όλες οι λοιπές απαντήσεις,Δ
1Γ-2025-20250609-6-10,Ποιο από τα παρακάτω είναι λειτουργικό σύστημα;,"Α. ""Microsoft Excel""

Β. ""Mozilla Firefox""

Γ. ""Ubuntu""

Δ. ""Adobe Photoshop""",Ubuntu,Γ
1Γ-2025-20250609-6-11,"Σύμφωνα με τον νόμο 4727/2020 περί ψηφιακής διακυβέρνησης, ποιο ηλεκτρονικό δημόσιο έγγραφο από τα παρακάτω πρέπει να φέρει υποχρεωτικά τα στοιχεία του οργάνου που υπέγραψε το έγγραφο ως τελικός υπογράφων;","Α. ""Το πρωτότυπο ηλεκτρονικό δημόσιο έγγραφο""

Β. ""Το ηλεκτρονικό ακριβές αντίγραφο""

Γ. ""Το ψηφιοποιημένο ακριβές αντίγραφο""

Δ. ""Καμία από τις λοιπές απαντήσεις""",Το ηλεκτρονικό ακριβές αντίγραφο,Β
1Γ-2025-20250609-6-12,Η νομοθεσία για τη ψηφιακή διακυβέρνηση αναφέρεται στην ηλεκτρονική διακίνηση εγγράφων μεταξύ δημοσίων φορέων ως:,"Α. ""Υποχρεωτική με χρήση πιστοποιημένων συστημάτων""

Β. ""Προαιρετική για φορείς με χαμηλό τεχνολογικό εξοπλισμό""

Γ. ""Απαγορευμένη για διαβαθμισμένα δεδομένα""

Δ. ""Δευτερεύουσα λειτουργία των πληροφοριακών συστημάτων""",Υποχρεωτική με χρήση πιστοποιημένων συστημάτων,Α
1Γ-2025-20250609-6-13,Στο Ευρωπαϊκό Πλαίσιο Διαλειτουργικότητας (European Interoperability Framework - EIF) διακρίνουμε δομή με τα παρακάτω επίπεδα:,"Α. ""Θεσμικό, Οργανωτικό, Σημασιολογικό, Τεχνικό""

Β. ""Θεσμικό, Οργανωτικό, Σημασιολογικό""

Γ. ""Οργανωτικό, Σημασιολογικό, Τεχνικό""

Δ. ""Θεσμικό, Οικονομικό, Σημασιολογικό, Τεχνικό""","Θεσμικό, Οργανωτικό, Σημασιολογικό, Τεχνικό",Α
1Γ-2025-20250609-6-14,Ποια είναι η κύρια ωφέλεια της αρχής «μόνον άπαξ»;,"Α. ""Μειώνει την ανάγκη για επαναλαμβανόμενη υποβολή πληροφοριών από τους πολίτες και τις επιχειρήσεις""

Β. ""Αυξάνει την πολυπλοκότητα των διαδικασιών του Δημοσίου""

Γ. ""Ενθαρρύνει την επαναληπτική υποβολή δεδομένων για την ακρίβεια των πληροφοριών""

Δ. ""Δημιουργεί επιπλέον βήματα στη διαδικασία υποβολής αιτήσεων""",Μειώνει την ανάγκη για επαναλαμβανόμενη υποβολή πληροφοριών από τους πολίτες και τις επιχειρήσεις,Α
1Γ-2025-20250609-6-15,Τι είναι ο αντικειμενοστρεφής προγραμματισμός;,"Α. ""Προγραμματισμός με τη χρήση γραφικών αντικειμένων""

Β. ""Παράδειγμα προγραμματισμού που βασίζεται σε ""αντικείμενα"" που περιέχουν δεδομένα και κώδικα""

Γ. ""Προγραμματισμός μόνο για κινητές συσκευές""

Δ. ""Προγραμματισμός αποκλειστικά σε γλώσσα μηχανής""","Παράδειγμα προγραμματισμού που βασίζεται σε ""αντικείμενα"" που περιέχουν δεδομένα και κώδικα",Β
1Γ-2025-20250609-6-16,Τι είναι μια συνάρτηση (function);,"Α. ""Μια μεταβλητή που αποθηκεύει ένα σύνολο δεδομένων""

Β. ""Ένα μπλοκ κώδικα που εκτελεί μια συγκεκριμένη εργασία""

Γ. ""Ένα σχόλιο στον κώδικα""

Δ. ""Μια εντολή για την εμφάνιση κειμένου στην οθόνη""",Ένα μπλοκ κώδικα που εκτελεί μια συγκεκριμένη εργασία,Β
1Γ-2025-20250609-6-17,Ποια είναι η βασική αρχή του MVC στη σχεδίαση λογισμικού;,"Α. ""Model-Video-Control""

Β. ""Model-View-Controller""

Γ. ""Multiple-Vector-Calculation""

Δ. ""Memory-Virtual-Cache""",Model-View-Controller,Β
1Γ-2025-20250609-6-18,Ποια γλώσσα προγραμματισμού χρησιμοποιείται κυρίως για ανάπτυξη εφαρμογών iOS;,"Α. ""Java""

Β. ""Kotlin""

Γ. ""Swift""

Δ. ""C#""",Swift,Γ
1Γ-2025-20250609-6-19,Τι είναι το ΑΡΙ;,"Α. ""Ένας τύπος προγραμματιστικού λάθους""

Β. ""Ένα λειτουργικό σύστημα""

Γ. ""Διεπαφή Προγραμματισμού Εφαρμογών""

Δ. ""Ένα πρόγραμμα ασφάλειας""",Διεπαφή Προγραμματισμού Εφαρμογών,Γ
1Γ-2025-20250609-6-20,Τι είναι ο αλγόριθμος;,"Α. ""Σειρά βημάτων για την επίλυση ενός προβλήματος""

Β. ""Τύπος παράλληλου υπολογιστή""

Γ. ""Πρόγραμμα συνεχούς αναπαραγωγής βίντεο""

Δ. ""Μηχανισμός αποθήκευσης σύνθετων δεδομένων""",Σειρά βημάτων για την επίλυση ενός προβλήματος,Α
1Γ-2025-20250609-6-21,Ποιο από τα παρακάτω αποτελεί παράδειγμα ενός δημόσιου blockchain;,"Α. ""Το εσωτερικό σύστημα διαχείρισης της αλυσίδας εφοδιασμού μιας εταιρείας""

Β. ""Μια κεντρική βάση δεδομένων για τραπεζικές συναλλαγές""

Γ. ""Ένα αποκεντρωμένο δίκτυο κρυπτονομισμάτων ανοιχτό σε όλους""

Δ. ""Ένα ιδιωτικό κατανεμημένο καθολικό (distributed ledger) που χρησιμοποιείται στο πλαίσιο μιας κυβερνητικής υπηρεσίας""",Ένα αποκεντρωμένο δίκτυο κρυπτονομισμάτων ανοιχτό σε όλους,Γ
1Γ-2025-20250609-6-22,Ποιο είναι το πιο διαδεδομένο σύστημα διαχείρισης βάσεων δεδομένων;,"Α. ""MySQL""

Β. ""Microsoft Word""

Γ. ""Internet Explorer""

Δ. ""Windows Media Player""",MySQL,Α
1Γ-2025-20250609-6-23,Ποιος είναι ο κύριος σκοπός ενός Συστήματος Ενδοεπιχειρησιακού Σχεδιασμού (Enterprise Resource Planning - ERP);,"Α. ""Διαχείριση και αυτοματοποίηση επιχειρησιακών διαδικασιών μέσω μιας ενοποιημένης πλατφόρμας""

Β. ""Ανάλυση δεδομένων πελατών και δημιουργία στοχευμένων διαφημίσεων""

Γ. ""Διατήρηση ασφαλούς πρόσβασης στο εσωτερικό δίκτυο μιας επιχείρησης""

Δ. ""Παροχή αποκλειστικά εργαλείων για τη διαχείριση ανθρώπινου δυναμικού""",Διαχείριση και αυτοματοποίηση επιχειρησιακών διαδικασιών μέσω μιας ενοποιημένης πλατφόρμας,Α
1Γ-2025-20250609-6-24,Ποιο είναι το βασικό πλεονέκτημα των σχεσιακών βάσεων δεδομένων;,"Α. ""Ακεραιότητα δεδομένων""

Β. ""Γραφικό περιβάλλον""

Γ. ""Ταχύτητα εκτύπωσης""

Δ. ""Αναπαραγωγή πολυμεσικών δεδομένων""",Ακεραιότητα δεδομένων,Α
1Γ-2025-20250609-6-25,Τι είναι το DBMS;,"Α. ""Σύστημα Διαχείρισης Βάσεων Δεδομένων""

Β. ""Πρόγραμμα επεξεργασίας κειμένου""

Γ. ""Λογισμικό αναπαραγωγής πολυμεσικών δεδομένων""

Δ. ""Συσκευή αποθήκευσης""",Σύστημα Διαχείρισης Βάσεων Δεδομένων,Α
1Γ-2025-20250609-6-26,Ποιο είναι το όφελος των «ανοιχτών δεδομένων»;,"Α. ""Αυξάνουν την ποιότητα, την αποδοτικότητα και τη διαφάνεια των δημόσιων υπηρεσιών""

Β. ""Οδηγούν σε εξοικονόμηση κόστους""

Γ. ""Προσφέρουν μεγαλύτερη αποδοτικότητα στις διαδικασίες και την παροχή δημόσιων υπηρεσιών.""

Δ. ""Όλες οι λοιπές απαντήσεις""",Όλες οι λοιπές απαντήσεις,Δ
1Γ-2025-20250609-6-27,Τι περιγράφει καλύτερα τον όρο «δυναμικά δεδομένα» σύμφωνα με τις διατάξεις του νόμου 4727/2020;,"Α. ""Έγγραφα σε ψηφιακή μορφή που παραμένουν στατικά και δεν αλλάζουν με την πάροδο του χρόνου""

Β. ""Δεδομένα που είναι διαθέσιμα μόνο σε έντυπη μορφή και δεν μπορούν να ψηφιοποιηθούν""

Γ. ""Δεδομένα που υπόκεινται σε συχνές ή σε πραγματικό χρόνο επικαιροποιήσεις, κυρίως λόγω της μεταβλητότητας ή της ταχείας απαξίωσής τους""

Δ. ""Στατικά δεδομένα που χρησιμοποιούνται για ιστορικές αναλύσεις χωρίς ανάγκη επικαιροποίησης""","Δεδομένα που υπόκεινται σε συχνές ή σε πραγματικό χρόνο επικαιροποιήσεις, κυρίως λόγω της μεταβλητότητας ή της ταχείας απαξίωσής τους",Γ
1Γ-2025-20250609-6-28,Τι είναι η κανονικοποίηση (normalization) σε μια βάση δεδομένων;,"Α. ""Διαδικασία αφαίρεσης τιμών NULL από έναν σχεδιακό πίνακα""

Β. ""Διαδικασία ελαχιστοποίησης της πλεονάζουσας πληροφορίας και βελτίωσης της ακεραιότητας των δεδομένων""

Γ. ""Μέθοδος συμπίεσης δεδομένων για αποθήκευση""

Δ. ""Διαδικασία αποκρυπτογράφησης δεδομένων""",Διαδικασία ελαχιστοποίησης της πλεονάζουσας πληροφορίας και βελτίωσης της ακεραιότητας των δεδομένων,Β
1Γ-2025-20250609-6-29,Ποια από τις παρακάτω περιγραφές εξηγεί με μεγαλύτερη ακρίβεια στον όρο «μεταδεδομένα» (metadata);,"Α. ""Δεδομένα που περιέχουν αποκλειστικά τεχνικές λεπτομέρειες αποθήκευσης και πρόσβασης, όπως διευθύνσεις μνήμης και τύπους αρχείων""

Β. ""Δομημένες πληροφορίες που περιγράφουν, εξηγούν ή διευκολύνουν την αναζήτηση, οργάνωση και διαχείριση άλλων δεδομένων""

Γ. ""Πρόσθετα δεδομένα που αποθηκεύονται σε ξεχωριστή βάση από τα κύρια δεδομένα και δεν σχετίζονται άμεσα με αυτά""

Δ. ""Πληροφορίες που χρησιμοποιούνται μόνο για την ασφάλεια και την κρυπτογράφηση των δεδομένων, χωρίς άλλη λειτουργικότητα""","Δομημένες πληροφορίες που περιγράφουν, εξηγούν ή διευκολύνουν την αναζήτηση, οργάνωση και διαχείριση άλλων δεδομένων",Β
1Γ-2025-20250609-6-30,Ποια είναι η κύρια λειτουργία μιας μηχανής ροής εργασιών (workflow engine);,"Α. ""Διαχείριση και εκτέλεση προκαθορισμένων επιχειρηματικών διαδικασιών""

Β. ""Σχεδιασμός δικτυακών ιστοτόπων""

Γ. ""Αποθήκευση μεγάλων ποσοτήτων αδόμητων δεδομένων""

Δ. ""Βελτίωση γραφικών και κινούμενων εικόνων στον υπολογιστή""",Διαχείριση και εκτέλεση προκαθορισμένων επιχειρηματικών διαδικασιών,Α
1Γ-2025-20250609-6-31,Ποιο από τα παρακάτω είναι ένα πρότυπο για τη μοντελοποίηση επιχειρησιακών διαδικασιών;,"Α. ""JPEG""

Β. ""ΒΡΜΝ""

Γ. ""SQL""

Δ. ""HTML""",BPMN,Β
1Γ-2025-20250609-6-32,Ποιος είναι ο κύριος ρόλος ενός διαγράμματος ακολουθίας (sequence diagram);,"Α. ""Να απεικονίσει τη ροή δεδομένων σε ένα σύστημα""

Β. ""Να περιγράψει τη δομή μιας βάσης δεδομένων""

Γ. ""Να καταγράψει την αλληλεπίδραση μεταξύ αντικειμένων σε μια χρονική ακολουθία""

Δ. ""Να περιγράψει τη διεπαφή χρήστη μιας εφαρμογής""",Να καταγράψει την αλληλεπίδραση μεταξύ αντικειμένων σε μια χρονική ακολουθία,Γ
1Γ-2025-20250609-6-33,Ποιο από τα ακόλουθα ΔΕΝ αποτελεί λειτουργική απαίτηση (functional requirement);,"Α. ""Το σύστημα πρέπει να επιτρέπει στους/στις χρήστες/τριες να δημιουργούν και να επεξεργάζονται τα προφίλ τους""

Β. ""Η εφαρμογή πρέπει να κρυπτογραφεί όλους τους αποθηκευμένους κωδικούς πρόσβασης""

Γ. ""Το σύστημα πρέπει να υποστηρίζει πολλαπλούς ρόλους χρηστών/στριών με διαφορετικά επίπεδα πρόσβασης""

Δ. ""Το σύστημα πρέπει να έχει χρόνο διαθεσιμότητας 99,9%""","Το σύστημα πρέπει να έχει χρόνο διαθεσιμότητας 99,9%",Δ
1Γ-2025-20250609-6-34,Ποιο είναι το πρωτόκολλο του ηλεκτρονικού ταχυδρομείου (email);,"Α. ""SMTP""

Β. ""ΗΤΤΡ""

Γ. ""FTP""

Δ. ""TCP""",SMTP,Α
1Γ-2025-20250609-6-35,Ποια είναι η λειτουργία του DNS;,"Α. ""Μετατροπή ΙΡ διευθύνσεων σε ονόματα τομέων και αντίστροφα""

Β. ""Κρυπτογράφηση δεδομένων""

Γ. ""Συμπίεση αρχείων""

Δ. ""Διαχείριση emails""",Μετατροπή IP διευθύνσεων σε ονόματα τομέων και αντίστροφα,Α
1Γ-2025-20250609-6-36,"Ποιος είναι ο κύριος σκοπός της χρήσης μιας στρατηγικής εναλλαγής αντιγράφων ασφαλείας, όπως η μέθοδος παππού-πατέρα-γιου (GFS);","Α. ""Να διασφαλιστεί ότι διατηρείται μόνο το πιο πρόσφατο αντίγραφο ασφαλείας""

Β. ""Να διατηρούνται πολλαπλές γενιές αντιγράφων ασφαλείας για ανάκτηση με την πάροδο του χρόνου""

Γ. ""Να μειωθεί το κόστος αποθήκευσης αντιγράφων ασφαλείας""

Δ. ""Να διατηρούνται τα αντίγραφα ασφαλείας κρυπτογραφημένα""",Να διατηρούνται πολλαπλές γενιές αντιγράφων ασφαλείας για ανάκτηση με την πάροδο του χρόνου,Β
1Γ-2025-20250609-6-37,Ποιος από τους ακόλουθους είναι ο κύριος σκοπός της εφαρμογής εξισορρόπησης φορτίου (load balancing) σε ένα πληροφοριακό σύστημα;,"Α. ""Να παρακολουθεί και να καταγράφει την κυκλοφορία του δικτύου για ανάλυση ασφαλείας""

Β. ""Να διασφαλίσει ότι τα δεδομένα των χρηστών/τριών κρυπτογραφούνται κατά τη μεταφορά μεταξύ των διακομιστών""

Γ. ""Η τακτική δημιουργία αντιγράφων ασφαλείας των δεδομένων των χρηστών/τριών, ώστε να αποφεύγεται η απώλεια δεδομένων κατά τη διάρκεια βλάβης του διακομιστή""

Δ. ""Να κατανέμει ομοιόμορφα την κυκλοφορία του δικτύου σε πολλούς διακομιστές, εξασφαλίζοντας τη βέλτιστη απόδοση και διαθεσιμότητα""","Να κατανέμει ομοιόμορφα την κυκλοφορία του δικτύου σε πολλούς διακομιστές, εξασφαλίζοντας τη βέλτιστη απόδοση και διαθεσιμότητα",Δ
1Γ-2025-20250609-6-38,Τι είναι το bandwidth;,"Α. ""Εύρος ζώνης δικτύου""

Β. ""Μέγεθος οθόνης""

Γ. ""Ταχύτητα επεξεργαστή""

Δ. ""Χωρητικότητα δίσκου""",Εύρος ζώνης δικτύου,Α
1Γ-2025-20250609-6-39,Ποιο από τα ακόλουθα αποτελεί την «αρχή των ελαχίστων προνομίων»;,"Α. ""Οι χρήστες/τριες πρέπει να έχουν διαχειριστική πρόσβαση στις συσκευές τους""

Β. ""Οι χρήστες/τριες θα πρέπει να έχουν μόνο την ελάχιστη πρόσβαση που είναι απαραίτητη για την εκτέλεση της εργασίας τους""

Γ. ""Όλα τα δεδομένα θα πρέπει να αποθηκεύονται σε κρυπτογραφημένη μορφή""

Δ. ""Τα δημόσια κλειδιά θα πρέπει να μοιράζονται μόνο με επαληθευμένους χρήστες/τριες""",Οι χρήστες/τριες θα πρέπει να έχουν μόνο την ελάχιστη πρόσβαση που είναι απαραίτητη για την εκτέλεση της εργασίας τους,Β
1Γ-2025-20250609-6-40,Ποιος είναι ο πρωταρχικός στόχος της εμπιστευτικότητας στην ασφάλεια υπολογιστών;,"Α. ""Να δημοσιοποιηθούν όλα τα δεδομένα""

Β. ""Να εξασφαλιστεί η απόδοση του συστήματος""

Γ. ""Να προστατεύονται οι ευαίσθητες πληροφορίες από μη εξουσιοδοτημένη πρόσβαση""

Δ. ""Να αυξηθεί η ταχύτητα του δικτύου""",Να προστατεύονται οι ευαίσθητες πληροφορίες από μη εξουσιοδοτημένη πρόσβαση,Γ
1Γ-2025-20250609-6-41,Ποια είναι η βασική λειτουργία της κρυπτογράφησης;,"Α. ""Προστασία της εμπιστευτικότητας των δεδομένων""

Β. ""Αύξηση ταχύτητας δικτύου""

Γ. ""Διαχείριση αρχείων""

Δ. ""Συμπίεση δεδομένων""",Προστασία της εμπιστευτικότητας των δεδομένων,Α
1Γ-2025-20250609-6-42,Τι είναι το malware;,"Α. ""Κακόβουλο λογισμικό""

Β. ""Πρόγραμμα προστασίας""

Γ. ""Λογισμικό backup""

Δ. ""Εργαλείο διαχείρισης""",Κακόβουλο λογισμικό,Α
1Γ-2025-20250609-6-43,Τι είναι το two-factor authentication;,"Α. ""Διπλός έλεγχος ταυτότητας""

Β. ""Τύπος βάσης δεδομένων""

Γ. ""Πρόγραμμα γραφικών""

Δ. ""Σύστημα αρχείων""",Διπλός έλεγχος ταυτότητας,Α
1Γ-2025-20250609-6-44,Τι ορίζεται ως «δεδομένα προσωπικού χαρακτήρα»;,"Α. ""Κάθε πληροφορία που αφορά μη ταυτοποιημένα φυσικά πρόσωπα""

Β. ""Κάθε πληροφορία που αφορά ταυτοποιημένο ή ταυτοποιήσιμο φυσικό πρόσωπο («υποκείμενο των δεδομένων»)""

Γ. ""Μόνο οι αριθμοί ταυτότητας και τα ονόματα των φυσικών προσώπων""

Δ. ""Πληροφορίες που σχετίζονται αποκλειστικά με οικονομικά δεδομένα""",Κάθε πληροφορία που αφορά ταυτοποιημένο ή ταυτοποιήσιμο φυσικό πρόσωπο («υποκείμενο των δεδομένων»),Β
1Γ-2025-20250609-6-45,Ποια είναι η κύρια διαφορά μεταξύ συμμετρικής και ασύμμετρης κρυπτογραφίας;,"Α. ""Η συμμετρική κρυπτογραφία είναι ταχύτερη αλλά λιγότερο ασφαλής από την ασύμμετρη κρυπτογραφία""

Β. ""Η συμμετρική χρησιμοποιεί ένα κλειδί, ενώ η ασύμμετρη χρησιμοποιεί ένα δημόσιο και ένα ιδιωτικό κλειδί""

Γ. ""Η συμμετρική κρυπτογραφία χρησιμοποιείται μόνο για αρχεία κειμένου""

Δ. ""Η ασύμμετρη κρυπτογραφία δεν μπορεί να χρησιμοποιηθεί για ασφαλή επικοινωνία""","Η συμμετρική χρησιμοποιεί ένα κλειδί, ενώ η ασύμμετρη χρησιμοποιεί ένα δημόσιο και ένα ιδιωτικό κλειδί",Β
1Γ-2025-20250609-6-46,Ποιος είναι ο κύριος σκοπός ενός CAPTCHA στην ασφάλεια ιστοσελίδων;,"Α. ""Να βελτιώσει την ταχύτητα φόρτωσης της ιστοσελίδας""

Β. ""Να αποτρέψει την πρόσβαση αυτοματοποιημένων ρομπότ (bots) στις υπηρεσίες""

Γ. ""Να βελτιώσει την εμπειρία χρήστη""

Δ. ""Να κρυπτογραφήσει τα δεδομένα των χρηστών/τριών""",Να αποτρέψει την πρόσβαση αυτοματοποιημένων ρομπότ (bots) στις υπηρεσίες,Β
1Γ-2025-20250609-6-47,Ποια από τις παρακάτω δηλώσεις σχετικά με τον σκοπό της ηλεκτρονικής υπογραφής ΔΕΝ είναι σωστή;,"Α. ""Χρησιμοποιείται για την ταυτοποίηση του υπογράφοντος, δηλαδή τη σύνδεση της ηλεκτρονικής συναλλαγής με το φυσικό πρόσωπο που υπογράφει""

Β. ""Εξασφαλίζει τη γνησιότητα των ψηφιακών δεδομένων""

Γ. ""Δεσμεύει τον υπογράφοντα ως προς τη συναλλαγή, αποτρέποντάς τον από το να αρνηθεί τη συμβολή του""

Δ. ""Χρησιμοποιείται για την κρυπτογράφηση των δεδομένων της συναλλαγής""",Χρησιμοποιείται για την κρυπτογράφηση των δεδομένων της συναλλαγής,Δ
1Γ-2025-20250609-6-48,Ποιο από τα παρακάτω αποτελεί παράδειγμα επιβλεπόμενης μάθησης (Supervised Learning);,"Α. ""Ομαδοποίηση ειδήσεων ανά θέμα""

Β. ""Πρόβλεψη τιμών κατοικιών βάσει προηγούμενων δεδομένων""

Γ. ""Ανακάλυψη ανωμαλιών σε συναλλαγές χωρίς προηγούμενα παραδείγματα""

Δ. ""Εξερεύνηση δεδομένων χωρίς προκαθορισμένες κατηγορίες""",Πρόβλεψη τιμών κατοικιών βάσει προηγούμενων δεδομένων,Β
1Γ-2025-20250609-6-49,Ποιο από τα παρακάτω ανήκει στις ΜΗ επιβλεπόμενες τεχνικές μάθησης;,"Α. ""Νευρωνικά δίκτυα""

Β. ""Λογιστική παλινδρόμηση""

Γ. ""Ομαδοποίηση (Clustering)""

Δ. ""Γραμμική παλινδρόμηση""",Ομαδοποίηση (Clustering),Γ
1Γ-2025-20250609-6-50,Τι κάνει ένα CNN (Convolutional Neural Network);,"Α. ""Χρησιμοποιείται για την ανάλυση κειμένου""

Β. ""Χρησιμοποιείται για την ανίχνευση μοτίβων σε εικόνες""

Γ. ""Δουλεύει μόνο με ήχο""

Δ. ""Είναι αλγόριθμος γραμμικής παλινδρόμησης""",Χρησιμοποιείται για την ανίχνευση μοτίβων σε εικόνες,Β
1Γ-2025-20250609-6-51,Ποιο από τα παρακάτω αποτελεί το κύριο πλεονέκτημα της Αυτο-επιβλεπόμενης Μάθησης (Self-Supervised Learning);,"Α. ""Δεν απαιτεί ετικέτες ή επίβλεψη από ανθρώπους για την εκπαίδευση του μοντέλου""

Β. ""Απαιτεί την παρουσία ανθρώπου σε κάθε βήμα της εκπαίδευσης""

Γ. ""Είναι πιο αργή από τη Επιβλεπόμενη Μάθηση""

Δ. ""Χρησιμοποιεί μόνο μικρά σύνολα δεδομένων για την εκπαίδευση""",Δεν απαιτεί ετικέτες ή επίβλεψη από ανθρώπους για την εκπαίδευση του μοντέλου,Α
1Γ-2025-20250609-6-52,Ποιο από τα παρακάτω αποτελεί κοινή πρόκληση όταν εξετάζουμε θέματα ηθικής στον τομέα της Τεχνητής Νοημοσύνης;,"Α. ""Η διασφάλιση των δεδομένων από βλάβες υλικού""

Β. ""Διασφάλιση ότι οι μηχανές έχουν συναισθήματα""

Γ. ""Πρόληψη της μεροληψίας και διασφάλιση της δικαιοσύνης στη λήψη αποφάσεων""

Δ. ""Βελτίωση της διάρκειας ζωής των μπαταριών στις συσκευές""",Πρόληψη της μεροληψίας και διασφάλιση της δικαιοσύνης στη λήψη αποφάσεων,Γ
1Γ-2025-20250609-6-53,Γιατί είναι σημαντική η επεξηγησιμότητα (explainability) στα συστήματα Τεχνητής Νοημοσύνης;,"Α. ""Βοηθά τα μοντέλα Τεχνητής Νοημοσύνης να εκτελούνται ταχύτερα""

Β. ""Αυξάνει το μέγεθος των συνόλων δεδομένων εκπαίδευσης""

Γ. ""Εξασφαλίζει ότι οι αποφάσεις της Τεχνητής Νοημοσύνης είναι διαφανείς και κατανοητές στους ανθρώπους""

Δ. ""Εξαλείφει την ανάγκη για προεπεξεργασία δεδομένων""",Εξασφαλίζει ότι οι αποφάσεις της Τεχνητής Νοημοσύνης είναι διαφανείς και κατανοητές στους ανθρώπους,Γ
1Γ-2025-20250609-7-1,"Ποιου μεγάλου Έλληνα ιστορικού το ογκώδες έργο ""Ιστορία του Ελληνικού Έθνους"" τεκμηρίωσε τη συνέχεια των Ελλήνων από την αρχαιότητα μέχρι σήμερα μέσω της βυζαντινής ιστορίας;","Α. ""Του Ιωάννη Κορδάτου""

Β. ""Του Σπυρίδωνος Τρικούπη""

Γ. ""Του Σπυρίδωνος Μαρκεζίνη""

Δ. ""Του Κωνσταντίνου Παπαρρηγόπουλου""",Του Κωνσταντίνου Παπαρρηγόπουλου,Δ
1Γ-2025-20250609-7-2,Ποιος πρώην πρωθυπουργός ΔΕΝ απεβίωσε στο εξωτερικό;,"Α. ""Ο Χαρίλαος Τρικούπης""

Β. ""Ο Γεώργιος Παπανδρέου""

Γ. ""Ο Ελευθέριος Βενιζέλος""

Δ. ""Κανείς από τους Τρικούπη, Παπανδρέου, Βενιζέλο""",Ο Γεώργιος Παπανδρέου,Β
1Γ-2025-20250609-7-3,Ποιο αγροτικό προϊόν ήταν τόσο σημαντικό για την ελληνική οικονομία ώστε οι διακυμάνσεις της τιμής του δημιουργούσαν οικονομική και πολιτική κρίση στην Ελλάδα στα τέλη του 19ου και τις αρχές του 20ου αιώνα;,"Α. ""Το σιτάρι""

Β. ""Ο καπνός""

Γ. ""Η σταφίδα""

Δ. ""Το βαμβάκι""",Η σταφίδα,Γ
1Γ-2025-20250609-7-4,Ποιος ήταν ο επιφανέστερος αγωνιστής του Μακεδονικού Αγώνα στη δεκαετία του 1900 που έχασε τη ζωή του στον αγώνα αυτό;,"Α. ""Ο Λορέντζος Μαβίλης""

Β. ""Ο Παύλος Μελάς""

Γ. ""Ο Ίων Δραγούμης""

Δ. ""Ο Μητροπολίτης Καστοριάς Γερμανός Καραβαγγέλης""",Ο Παύλος Μελάς,Β
