id,question,answers,best_answer,best_answer_index
133,"Όταν το τιμόνι του αυτοκινήτου ταλαντεύεται σε υψηλές ταχύτητες,","Α. ""χρειάζεται να γίνει ζυγοστάθμιση.""

Β. ""χρειάζεται να γίνει ευθυγράμμιση.""",χρειάζεται να γίνει ζυγοστάθμιση.,Α
134,Ποιες βασικές προϋποθέσεις πρέπει να πληρεί ένα δάπεδο για να είναι καθολικά προσβάσιμο;,"Α. ""Να είναι σταθερό, αντιολισθηρό και άφλεκτο.""

Β. ""Να είναι σταθερό, αντιολισθηρό και ανοιχτόχρωμο.""","Να είναι σταθερό, αντιολισθηρό και άφλεκτο.",Α
135,Τι μπορεί να συμβεί σε ένα αυτοκίνητο με χαλασμένο θερμοστάτη;,"Α. ""Απότομη πτώση της θερμοκρασίας.""

Β. ""Απότομη άνοδος της θερμοκρασίας.""",Απότομη άνοδος της θερμοκρασίας.,Β
136,Η Μαντώ έστριψε αριστερά το κλειδί,"Α. ""κι έσβησε τη μηχανή.""

Β. ""κι άναψε τη μηχανή.""",κι έσβησε τη μηχανή.,Α
137,Τα καυσαέρια που εκπέμπονται από το αυτοκίνητο είναι πιο επιβλαβή,"Α. ""αν αφαιρεθεί ο καταλύτης.""

Β. ""αν αφαιρεθεί το φίλτρο.""",αν αφαιρεθεί ο καταλύτης.,Α
138,"Η μπουκαπόρτα κατέβαινε με γοργούς ρυθμούς ώσπου, με ένα δυνατό θόρυβο","Α. ""ακούμπησε βαριεστημένα στη θάλασσα.""

Β. ""ακούμπησε βαριεστημένα στην αποβάθρα.""",ακούμπησε βαριεστημένα στην αποβάθρα.,Β
139,Ποια συνέπεια έχει ένα ακάθαρτο φίλτρο αέρα;,"Α. ""Ο κινητήρας ξεκινά με δυσκολία.""

Β. ""Η κατανάλωση καυσίμου είναι μεγαλύτερη.""",Η κατανάλωση καυσίμου είναι μεγαλύτερη.,Β
140,Σε τι οφείλεται ο μπλε καπνός που βγαίνει από την εξάτμιση ενός βενζινοκίνητου αυτοκινήτου;,"Α. ""Στην καύση του λαδιού.""

Β. ""Στην καύση της βενζίνης.""",Στην καύση της βενζίνης.,Β
141,"Αν δεν λειτουργεί ο ανεμιστήρας,","Α. ""μπορεί να υπερθερμανθεί ο κινητήρας.""

Β. ""μπορεί να υπερθερμανθεί η αντλία νερού.""",μπορεί να υπερθερμανθεί ο κινητήρας.,Α
142,Τα καινούργια ελαστικά φοριούνται κατά προτίμηση,"Α. ""στα μπροστινά λάστιχα.""

Β. ""στα οπίσθια λάστιχα.""",στα μπροστινά λάστιχα.,Α
143,"Αν χαλαρώσει ο ιμάντας της αντλίας νερού ψύξεως,","Α. ""μπορεί να υπερθερμανθεί ο κινητήρας.""

Β. ""μπορεί να κάνει πολύ θόρυβο ο κινητήρας.""",μπορεί να υπερθερμανθεί ο κινητήρας.,Α
144,Για να αναπτυχθεί το ραδίκι θέλει,"Α. ""μια ηλιόλουστη θέση, χώμα που να στραγγίζει πολύ καλά, να είναι αφράτο και πλούσιο σε οργανικές ουσίες.""

Β. ""μια σκιερή θέση, χώμα που να στραγγίζει πολύ καλά, να είναι αφράτο και πλούσιο σε οργανικές ουσίες.""","μια ηλιόλουστη θέση,  χώμα που να στραγγίζει πολύ καλά, να είναι αφράτο και πλούσιο σε οργανικές ουσίες.",Α
145,Μια ένδειξη ότι η εξάτμιση του αυτοκινήτου χρειάζεται αντικατάσταση,"Α. ""είναι η υπερβολική κατανάλωση καυσίμου.""

Β. ""είναι ο υπερβολικός θόρυβος.""",είναι ο υπερβολικός θόρυβος.,Β
146,"Αν συγκρίνουμε τον κέδρο και το πεύκο,","Α. ""η οσμή του κέδρου είναι περισσότερο ρητινώδης και η οσμή του πεύκου περισσότερο αρωματική.""

Β. ""η οσμή του κέδρου είναι περισσότερο αρωματική και η οσμή του πεύκου περισσότερο ρητινώδης.""",η οσμή του κέδρου είναι περισσότερο αρωματική και η οσμή του πεύκου περισσότερο ρητινώδης.,Β
147,"Για το τζάκι,","Α. ""ένα από τα καλύτερα ξύλα είναι η ελιά, που παράγει μικρή και ήρεμη φωτιά, ανάβει σχετικά εύκολα και καίγεται αργά. Αντίθετα, ξύλα όπως το πλατάνι που περιέχουν αρκετή υγρασία πρέπει να αποφεύγονται καθώς παράγουν πολύ καπνό.""

Β. ""ένα από τα καλύτερα ξύλα είναι το πλατάνι, που παράγει μικρή και ήρεμη φωτιά, ανάβει σχετικά εύκολα και καίγεται αργά. Αντίθετα, ξύλα όπως η ελιά που περιέχουν αρκετή υγρασία πρέπει να αποφεύγονται καθώς παράγουν πολύ καπνό.""","ένα από τα καλύτερα ξύλα είναι η ελιά, που παράγει μικρή και ήρεμη φωτιά, ανάβει σχετικά εύκολα και καίγεται αργά. Αντίθετα, ξύλα όπως το πλατάνι που περιέχουν αρκετή υγρασία πρέπει να αποφεύγονται καθώς παράγουν πολύ καπνό.",Α
148,"Κάθε καλοκαίρι οι παραγωγοί μαστίχας υπό τις οδηγίες του συνδέσμου παραγωγών μαστίχας προετοιμάζουν κατάλληλα τα μαστιχόδεντρα,","Α. ""γρατζουνώντας λίγο λίγο τους κορμούς μέχρι τη στιγμή που το πολύτιμο δάκρυ της Χίου ξεκινά σταγόνα σταγόνα να κάνει την εμφάνισή του.""

Β. ""γρατζουνώντας λίγο λίγο τις ρίζες μέχρι τη στιγμή που το πολύτιμο δάκρυ της Χίου ξεκινά σταγόνα σταγόνα να κάνει την εμφάνισή του.""",γρατζουνώντας λίγο λίγο τους κορμούς μέχρι τη στιγμή που το πολύτιμο δάκρυ της Χίου ξεκινά σταγόνα σταγόνα να κάνει την εμφάνισή του.,Α
149,"Παραδοσιακά, το τρίγωνο που χτυπούν τα παιδιά και που ακούγεται όταν λένε τα κάλαντα είναι","Α. ""φτιαγμένο από ξύλο.""

Β. ""φτιαγμένο από μέταλλο.""",φτιαγμένο από μέταλλο.,Β
150,"Αν φυτέψεις μια ελιά σε έναν ανεμοδαρμένο, πετρώδη λόφο στην Κρήτη, θα επιβιώσει και θα κάνει ελιές;","Α. ""Όχι, οι ελιές δεν είναι ανθεκτικές και δεν ευδοκιμούν σε ξηρό, πετρώδες έδαφος.""

Β. ""Ναι, οι ελιές είναι ανθεκτικές και ευδοκιμούν σε ξηρό, πετρώδες έδαφος.""","Όχι, οι ελιές δεν είναι ανθεκτικές και δεν ευδοκιμούν σε ξηρό, πετρώδες έδαφος.",Α
151,"Όσο πιο λεπτός είναι ο σπάγκος του χαρταετού,","Α. ""τόσο μικρότερη αντίσταση έχει στον αέρα, βοηθώντας τον αετό να φτάσει ψηλότερα.""

Β. ""τόσο μεγαλύτερη αντίσταση έχει στον αέρα, βοηθώντας τον αετό να φτάσει ψηλότερα.""","τόσο μικρότερη αντίσταση έχει στον αέρα, βοηθώντας τον αετό να φτάσει ψηλότερα.",Α
152,Τι θα συμβεί αν φυτέψεις φτέρες σε κάποιο ξήρό νησί των Κυκλάδων;,"Α. ""Θα ευδοκιμήσουν, για αγαπούν τον ήλιο.""

Β. ""Δεν θα ευδοκιμήσουν, για δεν αγαπούν την ξηρασία.""","Δεν θα ευδοκιμήσουν, για δεν αγαπούν την ξηρασία.",Β
153,"Για να μπορέσουν οι πιστοί να βουτήξουν στο νερό και να πιάσουν τον σταυρό των Φώτων,","Α. ""πρέπει το νερό να είναι αρκετά καθαρό.""

Β. ""πρέπει το νερό να είναι αρκετά βαθύ.""",πρέπει το νερό να είναι αρκετά βαθύ.,Β
154,"Ποια όργανα ακούγονται πιο δυνατά στα ελληνικά πανηγύρια, αν δεν υπάρχει μικρόφωνο;","Α. ""Τα κλαρίνα.""

Β. ""Τα βιολιά.""",Τα κλαρίνα.,Α
155,"Κατά τη χρήση απινιδωτή, στον γυμνό και στεγνό θώρακα του θύματος","Α. ""το ένα αυτοκόλλητο ηλεκτρόδιο το βάζουμε αριστερά μια παλάμη κάτω από την μασχάλη και το άλλο λίγο πιο κάτω από την δεξιά κλείδα.""

Β. ""το ένα αυτοκόλλητο ηλεκτρόδιο το βάζουμε δεξιά μια παλάμη κάτω από την μασχάλη και το άλλο λίγο πιο κάτω από την αριστερή κλείδα.""",το ένα αυτοκόλλητο ηλεκτρόδιο το βάζουμε δεξιά μια παλάμη κάτω από την μασχάλη και το άλλο λίγο πιο κάτω από την αριστερή κλείδα.,Β
156,"Σύμφωνα με τις τεχνικές προδιαγραφές προσβασιμότητας, ποιο είναι το ελάχιστο πλάτος της εισόδου ενός κτηρίου ώστε να είναι προσβάσιμο;","Α. ""0,90μ.""

Β. ""1,20μ.""","0,90μ.",Α
157,Ανάμεσα στα συμπτώματα που δείχνουν ότι υπάρχει υπογλυκαιμία σε σακχαροδιαβητικούς είναι,"Α. ""δυσκολία στην αναπνοή, εφίδρωση, έντονο άλγος και μούδιασμα γύρω από το στόμα.""

Β. ""δυσκολία στην αναπνοή, εφίδρωση, σπασμοί και μούδιασμα γύρω από το στόμα.""","δυσκολία στην αναπνοή, εφίδρωση, σπασμοί και μούδιασμα γύρω από το στόμα.",Β
158,Με τι μπορούμε να μετακινήσουμε πρόχειρα έναν τραυματία μέχρι να έρθει ασθενοφόρο;,"Α. ""Με μια καρέκλα κουζίνας.""

Β. ""Με μια καρέκλα γραφείου.""",Με μια καρέκλα γραφείου.,Β
159,Πόσα δάχτυλα χρησιμοποιεί ένας βοσκός για να σφυρίξει στο κοπάδι του;,"Α. ""Δύο δάχτυλα, ώστε να δημιουργήσει στενωπό στα χείλη του για να περάσει ο αέρας.""

Β. ""Ένα δάχτυλο, ώστε να αφήσει μεγαλύτερο περιθώριο από όπου θα διέλθει ο αέρας κατά την εκπνοή.""","Δύο δάχτυλα, ώστε να δημιουργήσει στενωπό στα χείλη του για να περάσει ο αέρας.",Α
160,Οι βοσκοί χρησιμοποιούν σφύριγμα για να καλέσουν το κοπάδι τους,"Α. ""επειδή η συχνότητά τους διαφέρει από εκείνη της φωνής και μόνο αυτήν αναγνωρίζουν τα ζώα.""

Β. ""επειδή η συχνότητά του διαφέρει από εκείνη της φωνής και φτάνει πιο μακριά.""",επειδή η συχνότητά του διαφέρει από εκείνη της φωνής και φτάνει πιο μακριά.,Β
161,Η άμμος που τοποθετείται στα μανουάλια έχει σκοπό,"Α. ""να έχουν τα κεριά μεγαλύτερη διάρκεια.""

Β. ""να έχουν τα κεριά μεγαλύτερη σταθερότητα.""",να έχουν τα κεριά μεγαλύτερη σταθερότητα.,Β
162,Τα κορυφαία αυτά ρομπότ παλετοποίησης μας βοηθούν,"Α. ""στη μετακίνηση και τοποθέτηση ωφέλιμων φορτίων από 4 έως 9 κιλά.""

Β. ""στη μετακίνηση και τοποθέτηση ωφέλιμων φορτίων από 400 έως 900 κιλά.""",στη μετακίνηση και τοποθέτηση ωφέλιμων φορτίων από 400 έως 900 κιλά.,Β
163,Οι άνθρωποι της υπαίθρου τοποθετούσαν πάνω στα έπιπλα υφαντά ή κεντήματα,"Α. ""για να μην κάθεται σκόνη στα έπιπλα.""

Β. ""για να μη φαίνονται οι ατέλειες στα έπιπλα.""",για να μην κάθεται σκόνη στα έπιπλα.,Α
164,"Η εταιρεία υλοποίησε την εγκατάσταση συνεργατικού ρομπότ που διαθέτει ενσωματωμένη κάμερα και σύστημα Landmark, τα οποία του επιτρέπουν να αναγνωρίζει τη θέση του στον χώρο.","Α. ""Η τροχήλατη βάση του του επιτρέπει να παραμένει ακίνητο μεταξύ διαφορετικών σταθμών.""

Β. ""Η τροχήλατη βάση του του επιτρέπει να μετακινείται μεταξύ διαφορετικών σταθμών.""",Η τροχήλατη βάση του του επιτρέπει να μετακινείται μεταξύ διαφορετικών σταθμών.,Β
165,"Όταν μία δεξαμενή υγρού φορτίου εκτίθεται παρατεταμένα σε θερμότητα,","Α. ""εξαναγκάζεται σε ατμοποίηση αυξάνοντας έτσι περαιτέρω την πίεση εντός της δεξαμενής. Για τον λόγο αυτόν οι δεξαμενές πρέπει να εξοπλίζονται με ανακουφιστικές βαλβίδες πίεσης, ώστε να αποφεύγεται μέσω αυτών τυχόν υπερπίεση των δεξαμενών.""

Β. ""εξαναγκάζεται σε ατμοποίηση μειώνοντας έτσι περαιτέρω την πίεση εντός της δεξαμενής. Για τον λόγο αυτόν οι δεξαμενές πρέπει να εξοπλίζονται με ανακουφιστικές βαλβίδες πίεσης, ώστε να αποφεύγεται μέσω αυτών τυχόν υποπίεση των δεξαμενών.""","εξαναγκάζεται σε ατμοποίηση αυξάνοντας έτσι περαιτέρω την πίεση εντός της δεξαμενής. Για τον λόγο αυτόν οι δεξαμενές πρέπει να εξοπλίζονται με ανακουφιστικές βαλβίδες πίεσης, ώστε να αποφεύγεται μέσω αυτών τυχόν υπερπίεση των δεξαμενών.",Α
166,Το καλοκαίρι ήταν η εποχή που κατά παράδοση οι νομάδες Σαρακατσάνοι,"Α. ""κατέβαιναν από τα βουνά.""

Β. ""ανέβαιναν στα βουνά.""",ανέβαιναν στα βουνά.,Β
167,"Παρότι οι ατμοί του φυσικού αερίου είναι άχρωμοι,","Α. ""σε περίπτωση διαρροής σχηματίζεται χαρακτηριστικό λευκό νέφος υγρασίας στην περιβάλλουσα ατμόσφαιρα που θερμαίνεται απότομα από το διαρρέον ΦΑ.""

Β. ""σε περίπτωση διαρροής σχηματίζεται χαρακτηριστικό λευκό νέφος υγρασίας στην περιβάλλουσα ατμόσφαιρα που ψύχεται απότομα από το διαρρέον ΦΑ.""",σε περίπτωση διαρροής σχηματίζεται χαρακτηριστικό λευκό νέφος υγρασίας στην περιβάλλουσα ατμόσφαιρα που ψύχεται απότομα από το διαρρέον ΦΑ.,Β
168,Ποιο στοιχείο ήταν αναγκαίο για να επιλέξουν οι νομάδες Σαρακατσάνοι ένα μέρος για εγκατάσταση;,"Α. ""Η ύπαρξη πόσιμου νερού.""

Β. ""Η ύπαρξη μικρότερων ζώων.""",Η ύπαρξη πόσιμου νερού.,Α
169,"Στις δεξαμενές ενός πλοίων μεταφοράς υγροποιημένων αερίων, είναι απαραίτητο να υπάρχει σε αυτές μόνο το υγρό φορτίο και οι ατμοί του, ώστε να αποτρέπεται η ανάπτυξη εύφλεκτης ατμόσφαιρας.","Α. ""Για τον σκοπό αυτό το φορτίο διατηρείται στις δεξαμενές υπό θετική πίεση. Επιπλέον, σε όλα τα υγραεριοφόρα το σύστημα διακίνησης του φορτίου είναι κλειστό, ώστε να μην επιτρέπεται ο εξαερισμός προς την ατμόσφαιρα των ατμών που δημιουργούνται από την εξάτμιση του φορτίου κατά τη φόρτωση ή την εκφόρτωση.""

Β. ""Για τον σκοπό αυτό το φορτίο διατηρείται στις δεξαμενές υπό αρνητική πίεση. Επιπλέον, σε όλα τα υγραεριοφόρα το σύστημα διακίνησης του φορτίου είναι ανοιχτό, ώστε να επιτρέπεται ο εξαερισμός προς την ατμόσφαιρα των ατμών που δημιουργούνται από την εξάτμιση του φορτίου κατά τη φόρτωση ή την εκφόρτωση.""","Για τον σκοπό αυτό το φορτίο διατηρείται στις δεξαμενές υπό θετική πίεση. Επιπλέον, σε όλα τα υγραεριοφόρα το σύστημα διακίνησης του φορτίου είναι κλειστό, ώστε να μην επιτρέπεται ο εξαερισμός προς την ατμόσφαιρα των ατμών που δημιουργούνται από την εξάτμιση του φορτίου κατά τη φόρτωση ή την εκφόρτωση.",Α
170,Οι Σαρακατσάνοι επέλεγαν να εγκαθίστανται κοντά σε αστικά κέντρα,"Α. ""για να έχουν εύκολη πρόσβαση σε ιατρική βοήθεια.""

Β. ""για να έχουν εύκολη πρόσβαση στην τοπική αγορά.""",για να έχουν εύκολη πρόσβαση στην τοπική αγορά.,Β
171,Η φορτοεκφόρτωση των εμπορευματοκιβωτίων στα πλοία γίνεται με γερανογέφυρες.,"Α. ""Τα εμπορευματοκιβώτια ασφαλίζονται μεταξύ τους πάνω στο πλοίο με περιστρεφόμενα κλειδιά (τακούνια). Για την ανύψωσή τους με τη γερανογέφυρα τα κλειδιά αυτά απασφαλίζονται από τους λιμενεργάτες και έπειτα ασφαλίζονται στη γερανογέφυρα.""

Β. ""Τα εμπορευματοκιβώτια απασφαλίζονται μεταξύ τους πάνω στο πλοίο με περιστρεφόμενα κλειδιά (τακούνια). Για την ανύψωσή τους με τη γερανογέφυρα τα κλειδιά αυτά ασφαλίζονται από τους λιμενεργάτες και έπειτα απασφαλίζονται στη γερανογέφυρα.""",Τα εμπορευματοκιβώτια ασφαλίζονται μεταξύ τους πάνω στο πλοίο με περιστρεφόμενα κλειδιά (τακούνια). Για την ανύψωσή τους με τη γερανογέφυρα τα κλειδιά αυτά απασφαλίζονται από τους λιμενεργάτες και έπειτα ασφαλίζονται στη γερανογέφυρα.,Α
172,"Στα λιμάνια, η φορτοεκφόρτωση","Α. ""εμπορευματοκιβωτίων στα πλοία γίνεται με γερανό εφοδιασμένο με κάδο ή αρπάγη.""

Β. ""χύδην φορτίων στα πλοία γίνεται με γερανό εφοδιασμένο με κάδο ή αρπάγη.""",εμπορευματοκιβωτίων στα πλοία γίνεται με γερανό εφοδιασμένο με κάδο ή αρπάγη.,Α
173,"Αν υπάρχουν κυματισμοί κατά την φόρτωση του πλοίου,","Α. ""θα πρέπει να τοποθετείται συνδετική προέκταση στη ράμπα ώστε η μέγιστη κλίση να μην υπερβαίνει το 10%.""

Β. ""θα πρέπει να τοποθετείται συνδετική προέκταση στη ράμπα ώστε η μέγιστη κλίση να υπερβαίνει το 10%.""",θα πρέπει να τοποθετείται συνδετική προέκταση στη ράμπα ώστε η μέγιστη κλίση να μην υπερβαίνει το 10%.,Α
174,Η στάθμευση των οχημάτων εντός του πλοίου,"Α. ""πρέπει να γίνεται με τρόπο ώστε να εξασφαλίζεται η ανισοκατανομή φορτίου.""

Β. ""πρέπει να γίνεται με τρόπο ώστε να εξασφαλίζεται η ισοκατανομή φορτίου.""",πρέπει να γίνεται με τρόπο ώστε να εξασφαλίζεται η ισοκατανομή φορτίου.,Β
175,"Όταν φορτώνεις το σακίδιό σου για περπάτημα στο βουνό, ρύθμιζε το ύψος του","Α. ""ώστε το βάρος να πέφτει στο άνω μέρος της λεκάνης.""

Β. ""ώστε το βάρος να πέφτει στο άνω μέρος της μέσης.""",ώστε το βάρος να πέφτει στο άνω μέρος της λεκάνης.,Α
176,"Κατά την πορεία στο βουνό,","Α. ""πίνε πολύ νερό και θυμίσου να καταναλώνεις καφέδες και χυμούς, γιατί ενυδατώνουν.""

Β. ""πίνε πολύ νερό και θυμίσου να αποφεύγεις καφέδες και χυμούς, γιατί αφυδατώνουν.""","πίνε πολύ νερό και θυμίσου να αποφεύγεις καφέδες και χυμούς, γιατί αφυδατώνουν.",Β
177,Τον πρωτογνώρισα στον Πειραιά. Είχα κατέβει στο λιμάνι να πάρω το βαπόρι για την Κρήτη. Κόντευε να ξημερώσει. Έβρεχε. Φυσούσε δυνατή,"Α. ""σοροκάδα κι έφταναν οι πιτσιλιές της θάλασσας στο μικρό καφενεδάκι.""

Β. ""αύρα κι έφταναν οι πιτσιλιές της θάλασσας στο μικρό καφενεδάκι.""",σοροκάδα κι έφταναν οι πιτσιλιές της θάλασσας στο μικρό καφενεδάκι.,Α
178,"Τα ψάρια, παραζαλισμένα από τα χτυπήματα της φουρτούνας, είχαν βρει καταφύγι","Α. ""ψηλά στα ήσυχα νερά και περίμεναν πότε να γαληνέψει ο κόσμος κάτω.""

Β. ""χαμηλά στα ήσυχα νερά και περίμεναν πότε να γαληνέψει ο κόσμος απάνω.""",χαμηλά στα ήσυχα νερά και περίμεναν πότε να γαληνέψει ο κόσμος απάνω.,Β
179,Οποιαδήποτε εργασία υπό συνθήκες ψύχους,"Α. ""απαιτεί περισσότερο χρόνο σε σχέση με την ίδια εργασία υπό κανονικές συνθήκες.""

Β. ""απαιτεί λιγότερο χρόνο σε σχέση με την ίδια εργασία υπό κανονικές συνθήκες.""",απαιτεί περισσότερο χρόνο σε σχέση με την ίδια εργασία υπό κανονικές συνθήκες.,Α
180,"Αν σας έχει τελειώσει το νερό, μπορείτε να πιείτε λιωμένο χιόνι.","Α. ""Το νερό αυτό δεν έχει εμπλουτισθεί με άλατα και ιχνοστοιχεία από τη γη. Με τη συχνή του χρήση, θα νιώσετε εξάντληση, κράμπες και τάση για εμετό.""

Β. ""Το νερό αυτό έχει εμπλουτισθεί με άλατα και ιχνοστοιχεία από τη γη. Με τη συχνή του χρήση, θα αποφύγετε εξάντληση, κράμπες και τάση για εμετό.""","Το νερό αυτό δεν έχει εμπλουτισθεί με άλατα και ιχνοστοιχεία από τη γη. Με τη συχνή του χρήση, θα νιώσετε εξάντληση, κράμπες και τάση για εμετό.",Α
181,"Οι τεχνολογίες υπολογιστών άκρων φέρνουν τον υπολογισμό και την επεξεργασία δεδομένων πιο κοντά στην πηγή παραγωγής δεδομένων στα συστήματα IoT. Μεταφέροντας την επεξεργαστική ισχύ στην άκρη του δικτύου,","Α. ""κοντά στις συσκευές ή τους αισθητήρες, επιτρέπουν την ανάλυση δεδομένων σε πραγματικό χρόνο, τη λήψη τοπικών αποφάσεων, τη μείωση της καθυστέρησης και τη βελτίωση της αποδοτικότητας.""

Β. ""κοντά στην πύλη ή στο cloud, επιτρέπουν την ανάλυση δεδομένων σε πραγματικό χρόνο, τη λήψη τοπικών αποφάσεων, τη μείωση της καθυστέρησης και τη βελτίωση της αποδοτικότητας.""","κοντά στις συσκευές ή τους αισθητήρες, επιτρέπουν την ανάλυση δεδομένων σε πραγματικό χρόνο, τη λήψη τοπικών αποφάσεων, τη μείωση της καθυστέρησης και τη βελτίωση της αποδοτικότητας.",Α
182,"Τα σημεία κάτω από δένδρα και σε βυθίσματα του εδάφους,","Α. ""είναι κατάλληλες επιλογές για κατασκήνωση.""

Β. ""είναι ακατάλληλες επιλογές για κατασκήνωση.""",είναι ακατάλληλες επιλογές για κατασκήνωση.,Β
183,"Ποιες τεχνολογίες επιτρέπουν τη συλλογή και τη μετάδοση δεδομένων, καθώς και τον έλεγχο και την αυτοματοποίηση φυσικών συσκευών;","Α. ""Οι αισθητήρες και οι ενεργοποιητές.""

Β. ""Οι υπολογιστές άκρων και το cloud.""",Οι αισθητήρες και οι ενεργοποιητές.,Α
184,"Για την αποφυγή ατυχήματος σε περίπτωση σεισμού,","Α. ""τα βαριά αντικείμενα πρέπει να τοποθετούνται στα χαμηλότερα ράφια.""

Β. ""τα βαριά αντικείμενα πρέπει να τοποθετούνται στα ψηλότερα ράφια.""",τα βαριά αντικείμενα πρέπει να τοποθετούνται στα χαμηλότερα ράφια.,Α
185,"Οι IoT αισθητήρες και οι ενεργοποιητές συμβάλλουν στην οικοδόμηση και διαχείριση «έξυπνων» πόλεων,","Α. ""παρακολουθώντας την κυκλοφορία, τους χώρους άρδευσης, τη διαχείριση αποβλήτων και την κατανάλωση ενέργειας.""

Β. ""παρακολουθώντας την κυκλοφορία, τους χώρους στάθμευσης, τη διαχείριση αποβλήτων και την κατανάλωση ενέργειας.""","παρακολουθώντας την κυκλοφορία, τους χώρους στάθμευσης, τη διαχείριση αποβλήτων και την κατανάλωση ενέργειας.",Β
186,"Για την περίπτωση σεισμού, προσδιορίστε καλά προφυλαγμένους χώρους σε κάθε δωμάτιο του σπιτιού","Α. ""δίπλα σε εξωτερικούς τοίχους.""

Β. ""μακριά από εξωτερικούς τοίχους.""",μακριά από εξωτερικούς τοίχους.,Β
187,Επιλέξτε ένα ασφαλή χώρο συνάντησης μετά το σεισμό ο οποίος να βρίσκεται,"Α. ""μακριά από δέντρα.""

Β. ""κάτω από δέντρα""",μακριά από δέντρα.,Α
188,"Αν σε περίπτωση σεισμού βρίσκεστε σε εσωτερικό χώρο, καλυφθείτε κάτω από κάποιο ανθεκτικό έπιπλο (τραπέζι, γραφείο, θρανίο),","Α. ""γονατίστε και κρατήστε με τα χέρια σας το πόδι του.""

Β. ""γονατίστε και κοντράρετε με τα πόδια σας το πόδι του.""",γονατίστε και κρατήστε με τα χέρια σας το πόδι του.,Α
189,"Την ώρα που αντιλαμβανόμαστε ότι γίνεται σεισμός,","Α. ""είναι καλύτερο να βγούμε βγούμε από το σπίτι.""

Β. ""είναι καλύτερο να μη βγούμε από το σπίτι.""",είναι καλύτερο να μη βγούμε από το σπίτι.,Β
190,Κατά τη διάρκεια του καύσωνα είναι καλό να φοράμε,"Α. ""ελαφρά, άνετα και ανοιχτόχρωμα ρούχα.""

Β. ""ελαφρά, άνετα και σκουρόχρωμα ρούχα.""","ελαφρά, άνετα και ανοιχτόχρωμα ρούχα.",Α
191,"Αν ιδρώνετε πολύ όταν έχει καύσωνα,","Α. ""προσθέστε αλάτι στο φαγητό σας.""

Β. ""προσθέστε νερό στο φαγητό σας.""",προσθέστε αλάτι στο φαγητό σας.,Α
192,"Τις ημέρες με πολύ υψηλή θερμοκρασία και καύσωνα,","Α. ""κάνουμε χλιαρά ντους κατά τη διάρκεια της ημέρας.""

Β. ""κάνουμε κρύα ντους κατά τη διάρκεια της ημέρας.""",κάνουμε χλιαρά ντους κατά τη διάρκεια της ημέρας.,Α
193,"Σε περιοχές όπου έχει προηγηθεί κατολίσθηση,","Α. ""ο κίνδυνος εκδήλωσης επόμενης κατολίσθησης είναι μειωμένος.""

Β. ""ο κίνδυνος εκδήλωσης επόμενης κατολίσθησης είναι αυξημένος.""",ο κίνδυνος εκδήλωσης επόμενης κατολίσθησης είναι αυξημένος.,Β
194,Υπάρχει αυξημένη πιθανότητα να σημειωθεί κατολίσθηση,"Α. ""μετά από καύσωνα.""

Β. ""μετά από σεισμό.""",μετά από σεισμό.,Β
195,Κάποιος που βρίσκεται σε εσωτερικό χώρο ενώ γίνονται κατολισθήσεις,"Α. ""καλύτερο είναι να μετακινηθεί σε ψηλότερους ορόφους.""

Β. ""καλύτερο είναι να μετακινηθεί σε χαμηλότερους ορόφους.""",καλύτερο είναι να μετακινηθεί σε ψηλότερους ορόφους.,Α
196,Ο Πέτρος και ο Παύλος είναι κάτοχοι πανελλήνιων και παγκόσμιων ρεκόρ στις ρίψεις. Οι ρίψεις του Πέτρου πηγαίνουν πάντα πιο μακριά από του Παύλου.,"Α. ""Ο Πέτρος είναι σφαιροβόλος και ο Παύλος σφυροβόλος.""

Β. ""Ο Πέτρος είναι σφυροβόλος και ο Παύλος σφαιροβόλος.""",Ο Πέτρος είναι σφυροβόλος και ο Παύλος σφαιροβόλος.,Β
197,"To παγκόσμιο ρεκόρ στο ακόντιο γυναικών ήταν 74,20 μ. το 1982. Το 2008 το παγκόσμιο ρεκόρ ήταν 72,28 μ.","Α. ""Κάποια στιγμή ανάμεσα στα 2 ρεκόρ, τα ακόντια που χρησιμοποιούνται στους επίσημους αγώνες επανασχεδιάστηκαν έτσι ώστε το κέντρο βάρους να μετατοπιστεί προς τη μύτη του ακόντιου, με συνέπεια το όργανο να πέφτει πιο γρήγορα.""

Β. ""Κάποια στιγμή ανάμεσα στα 2 ρεκόρ, τα ακόντια που χρησιμοποιούνται στους επίσημους αγώνες επανασχεδιάστηκαν έτσι ώστε το κέντρο βάρους να μετατοπιστεί προς την ουρά του ακόντιου, με συνέπεια το όργανο να πέφτει πιο γρήγορα.""","Κάποια στιγμή ανάμεσα στα 2 ρεκόρ, τα ακόντια που χρησιμοποιούνται στους επίσημους αγώνες επανασχεδιάστηκαν έτσι ώστε το κέντρο βάρους να μετατοπιστεί προς τη μύτη του ακόντιου, με συνέπεια το όργανο να πέφτει πιο γρήγορα.",Α
